timestamp,fold,epoch,train_loss,val_loss,val_auc,lr,best_val_auc,elapsed_s
2025-08-12T14:17:32.435720+00:00,0,1,0.557651,0.454388,0.955639,9.755527e-04,0.955639,5.59
2025-08-12T14:17:37.813514+00:00,0,2,0.497724,0.440857,0.958382,9.046040e-04,0.958382,10.97
2025-08-12T14:17:43.542597+00:00,0,3,0.484575,0.436951,0.959206,7.940987e-04,0.959206,16.70
2025-08-12T14:17:49.284122+00:00,0,4,0.477061,0.435202,0.959584,6.548540e-04,0.959584,22.44
2025-08-12T14:17:54.924920+00:00,0,5,0.472492,0.436405,0.959260,5.005000e-04,0.959584,28.08
2025-08-12T14:18:00.555951+00:00,0,6,0.470410,0.429911,0.960388,3.461460e-04,0.960388,33.71
2025-08-12T14:18:06.040842+00:00,0,7,0.465980,0.428759,0.960672,2.069013e-04,0.960672,39.20
2025-08-12T14:18:11.136287+00:00,0,8,0.465289,0.428544,0.960888,9.639601e-05,0.960888,44.29
2025-08-12T14:18:16.013183+00:00,0,9,0.463674,0.427295,0.960962,2.544727e-05,0.960962,49.17
2025-08-12T14:18:21.108540+00:00,0,10,0.461170,0.427301,0.961040,1.000000e-03,0.961040,54.27
2025-08-12T14:18:26.695768+00:00,0,11,0.470007,0.430614,0.960298,9.938503e-04,0.961040,59.85
2025-08-12T14:18:31.914958+00:00,0,12,0.467093,0.432138,0.960363,9.755527e-04,0.961040,65.07
2025-08-12T14:18:37.314584+00:00,0,13,0.466067,0.428845,0.960585,9.455578e-04,0.961040,70.47
2025-08-12T14:18:42.252721+00:00,0,14,0.463437,0.429262,0.960659,9.046040e-04,0.961040,75.41
2025-08-12T14:18:47.187422+00:00,0,15,0.461833,0.429684,0.960877,8.536998e-04,0.961040,80.35
2025-08-12T14:18:52.065790+00:00,0,16,0.461581,0.426989,0.961141,7.940987e-04,0.961141,85.22
2025-08-12T14:18:57.060444+00:00,0,17,0.458879,0.427612,0.960723,7.272683e-04,0.961141,90.22
2025-08-12T14:19:02.208627+00:00,0,18,0.457759,0.426618,0.961213,6.548540e-04,0.961213,95.37
2025-08-12T14:19:07.274706+00:00,0,19,0.456115,0.426350,0.961329,5.786390e-04,0.961329,100.43
2025-08-12T14:19:12.406180+00:00,0,20,0.453051,0.424374,0.961577,4.906991e-04,0.961577,105.56
2025-08-12T14:19:17.297676+00:00,0,21,0.453851,0.426356,0.961212,3.988927e-04,0.961577,110.46
2025-08-12T14:19:22.900227+00:00,0,22,0.453355,0.423196,0.961842,3.160439e-04,0.961842,116.06
2025-08-12T14:19:28.377188+00:00,0,23,0.451029,0.423673,0.961819,2.432296e-04,0.961842,121.54
2025-08-12T14:19:33.485354+00:00,0,24,0.450083,0.423349,0.961770,1.816653e-04,0.961842,126.64
2025-08-12T14:19:38.641819+00:00,0,25,0.448645,0.421941,0.962161,1.326836e-04,0.962161,131.80
2025-08-12T14:19:44.185858+00:00,0,26,0.447108,0.421189,0.962144,9.784999e-05,0.962161,137.34
2025-08-12T14:19:49.738445+00:00,0,27,0.446774,0.421850,0.962082,7.935597e-05,0.962161,142.90
2025-08-12T14:19:55.167123+00:00,0,28,0.447265,0.421582,0.962162,8.089427e-05,0.962162,148.33
2025-08-12T14:20:00.665944+00:00,0,29,0.446379,0.421664,0.962131,1.000000e-04,0.962162,153.82
2025-08-12T14:20:05.869153+00:00,0,30,0.446296,0.421971,0.962079,1.000000e-04,0.962162,159.03
2025-08-12T14:20:10.654702+00:00,0,31,0.445801,0.421475,0.962180,1.000000e-04,0.962180,163.81
2025-08-12T14:20:15.834766+00:00,0,32,0.445191,0.421481,0.962260,1.000000e-04,0.962260,168.99
2025-08-12T14:20:21.193010+00:00,0,33,0.445110,0.421665,0.962117,1.000000e-04,0.962260,174.35
2025-08-12T14:20:26.005364+00:00,0,34,0.446198,0.421212,0.962314,1.000000e-04,0.962314,179.16
2025-08-12T14:20:30.960479+00:00,0,35,0.445767,0.422870,0.962032,1.000000e-04,0.962314,184.12
2025-08-12T14:20:35.819419+00:00,0,36,0.443858,0.421756,0.962277,1.000000e-04,0.962314,188.98
2025-08-12T14:20:40.952640+00:00,0,37,0.445249,0.421583,0.962256,1.000000e-04,0.962314,194.11
2025-08-12T14:20:46.276163+00:00,0,38,0.445371,0.422064,0.962171,1.000000e-04,0.962314,199.43
2025-08-12T14:20:51.466832+00:00,0,39,0.443434,0.421728,0.962213,1.000000e-04,0.962314,204.63
2025-08-12T14:20:56.674349+00:00,0,40,0.443028,0.420841,0.962306,1.000000e-04,0.962314,209.83
2025-08-12T14:21:02.387090+00:00,0,41,0.443294,0.421371,0.962255,1.000000e-04,0.962314,215.55
2025-08-12T14:21:07.520532+00:00,0,42,0.444496,0.422251,0.962084,1.000000e-04,0.962314,220.68
2025-08-12T14:21:12.606164+00:00,0,43,0.443368,0.421826,0.962240,1.000000e-04,0.962314,225.76
2025-08-12T14:21:17.765037+00:00,0,44,0.442850,0.421845,0.962238,1.000000e-04,0.962314,230.92
2025-08-12T14:21:23.054822+00:00,0,45,0.443977,0.421410,0.962300,1.000000e-04,0.962314,236.21
2025-08-12T14:21:28.044792+00:00,0,46,0.444398,0.420964,0.962352,1.000000e-04,0.962352,241.20
2025-08-12T14:21:33.247307+00:00,0,47,0.440704,0.422149,0.962142,1.000000e-04,0.962352,246.41
2025-08-12T14:21:39.144810+00:00,0,48,0.443278,0.422907,0.962040,1.000000e-04,0.962352,252.30
2025-08-12T14:21:44.644419+00:00,0,49,0.442047,0.422169,0.962267,1.000000e-04,0.962352,257.80
2025-08-12T14:21:49.842968+00:00,0,50,0.442997,0.421336,0.962311,1.000000e-04,0.962352,263.00
2025-08-12T14:21:55.024521+00:00,0,51,0.442786,0.421722,0.962209,1.000000e-04,0.962352,268.18
2025-08-12T14:22:00.554184+00:00,0,52,0.441876,0.421220,0.962311,1.000000e-04,0.962352,273.71
2025-08-12T14:22:05.876308+00:00,0,53,0.438670,0.421387,0.962380,1.000000e-04,0.962380,279.03
2025-08-12T14:22:11.306328+00:00,0,54,0.440932,0.421712,0.962278,1.000000e-04,0.962380,284.46
2025-08-12T14:22:16.775530+00:00,0,55,0.441719,0.422157,0.962313,1.000000e-04,0.962380,289.93
2025-08-12T14:22:21.883355+00:00,0,56,0.440558,0.421687,0.962296,1.000000e-04,0.962380,295.04
2025-08-12T14:22:28.463643+00:00,0,57,0.441113,0.422931,0.962131,1.000000e-04,0.962380,301.62
2025-08-12T14:22:33.480115+00:00,0,58,0.440799,0.422628,0.962141,1.000000e-04,0.962380,306.64
2025-08-12T14:22:38.662891+00:00,0,59,0.440418,0.422630,0.962220,1.000000e-04,0.962380,311.82
2025-08-12T14:22:45.091057+00:00,0,60,0.439845,0.423196,0.962119,1.000000e-04,0.962380,318.25
2025-08-12T14:22:50.340602+00:00,0,61,0.440333,0.422407,0.962160,1.000000e-04,0.962380,323.50
2025-08-12T14:22:55.384988+00:00,0,62,0.439210,0.423278,0.962168,1.000000e-04,0.962380,328.54
2025-08-12T14:23:00.791544+00:00,0,63,0.440586,0.423241,0.962215,1.000000e-04,0.962380,333.95
2025-08-12T14:23:05.645868+00:00,0,64,0.439157,0.423991,0.962032,1.000000e-04,0.962380,338.80
2025-08-12T14:23:10.965904+00:00,0,65,0.439662,0.423451,0.962165,1.000000e-04,0.962380,344.12
2025-08-12T14:23:21.925233+00:00,1,1,0.557218,0.455485,0.955344,9.046040e-04,0.955344,5.42
2025-08-12T14:23:27.118601+00:00,1,2,0.492106,0.447000,0.957337,7.940987e-04,0.957337,10.61
2025-08-12T14:23:32.050176+00:00,1,3,0.480648,0.441380,0.958592,6.548540e-04,0.958592,15.54
2025-08-12T14:23:37.817338+00:00,1,4,0.472680,0.437089,0.959197,5.005000e-04,0.959197,21.31
2025-08-12T14:23:43.572717+00:00,1,5,0.469070,0.436066,0.959487,3.461460e-04,0.959487,27.07
2025-08-12T14:23:48.676085+00:00,1,6,0.466037,0.433462,0.959802,2.069013e-04,0.959802,32.17
2025-08-12T14:23:53.794320+00:00,1,7,0.464214,0.435015,0.959724,9.639601e-05,0.959802,37.29
2025-08-12T14:23:59.170707+00:00,1,8,0.462621,0.432740,0.960078,2.544727e-05,0.960078,42.66
2025-08-12T14:24:04.545968+00:00,1,9,0.460243,0.431788,0.960182,1.000000e-03,0.960182,48.04
2025-08-12T14:24:09.876303+00:00,1,10,0.469601,0.439218,0.958924,9.938503e-04,0.960182,53.37
2025-08-12T14:24:15.409233+00:00,1,11,0.466117,0.436003,0.959416,9.755527e-04,0.960182,58.90
2025-08-12T14:24:22.649889+00:00,1,12,0.464120,0.436373,0.959586,9.455578e-04,0.960182,66.14
2025-08-12T14:24:28.172359+00:00,1,13,0.462944,0.434090,0.959930,9.046040e-04,0.960182,71.67
2025-08-12T14:24:33.170482+00:00,1,14,0.460623,0.435374,0.959830,8.536998e-04,0.960182,76.66
2025-08-12T14:24:38.560187+00:00,1,15,0.458334,0.431652,0.960453,7.940987e-04,0.960453,82.05
2025-08-12T14:24:43.523997+00:00,1,16,0.458250,0.431238,0.960624,7.272683e-04,0.960624,87.02
2025-08-12T14:24:48.976100+00:00,1,17,0.456618,0.431101,0.960419,6.548540e-04,0.960624,92.47
2025-08-12T14:24:54.231845+00:00,1,18,0.455755,0.430661,0.960560,5.786390e-04,0.960624,97.72
2025-08-12T14:24:59.422704+00:00,1,19,0.453245,0.429005,0.960977,5.005000e-04,0.960977,102.92
2025-08-12T14:25:04.780671+00:00,1,20,0.452629,0.430574,0.960758,4.144722e-04,0.960977,108.27
2025-08-12T14:25:09.763893+00:00,1,21,0.451354,0.427995,0.961066,3.282263e-04,0.961066,113.26
2025-08-12T14:25:15.082060+00:00,1,22,0.449298,0.426885,0.961220,2.524854e-04,0.961220,118.57
2025-08-12T14:25:20.878560+00:00,1,23,0.447588,0.428707,0.961004,1.881326e-04,0.961220,124.37
2025-08-12T14:25:25.983205+00:00,1,24,0.446162,0.426652,0.961318,1.361341e-04,0.961318,129.48
2025-08-12T14:25:31.701229+00:00,1,25,0.447685,0.427241,0.961223,9.750971e-05,0.961318,135.19
2025-08-12T14:25:36.650709+00:00,1,26,0.445630,0.426829,0.961340,7.341850e-05,0.961340,140.14
2025-08-12T14:25:41.599340+00:00,1,27,0.443842,0.425560,0.961565,6.545901e-05,0.961565,145.09
2025-08-12T14:25:46.331069+00:00,1,28,0.445369,0.427057,0.961371,7.620512e-05,0.961565,149.82
2025-08-12T14:25:51.365582+00:00,1,29,0.443780,0.426411,0.961413,1.000000e-04,0.961565,154.86
2025-08-12T14:25:56.327622+00:00,1,30,0.443720,0.426227,0.961424,1.000000e-04,0.961565,159.82
2025-08-12T14:26:01.170364+00:00,1,31,0.444311,0.426067,0.961539,1.000000e-04,0.961565,164.66
2025-08-12T14:26:06.035548+00:00,1,32,0.443850,0.425772,0.961616,1.000000e-04,0.961616,169.53
2025-08-12T14:26:10.781315+00:00,1,33,0.444482,0.425500,0.961611,1.000000e-04,0.961616,174.27
2025-08-12T14:26:15.604013+00:00,1,34,0.444172,0.425613,0.961565,1.000000e-04,0.961616,179.10
2025-08-12T14:26:20.473534+00:00,1,35,0.444718,0.427305,0.961235,1.000000e-04,0.961616,183.97
2025-08-12T14:26:25.223667+00:00,1,36,0.444006,0.426298,0.961482,1.000000e-04,0.961616,188.72
2025-08-12T14:26:30.070706+00:00,1,37,0.442014,0.425991,0.961544,1.000000e-04,0.961616,193.56
2025-08-12T14:26:34.819415+00:00,1,38,0.441434,0.425603,0.961602,1.000000e-04,0.961616,198.31
2025-08-12T14:26:39.681013+00:00,1,39,0.441842,0.425059,0.961744,1.000000e-04,0.961744,203.17
2025-08-12T14:26:45.211255+00:00,1,40,0.442707,0.425379,0.961693,1.000000e-04,0.961744,208.70
2025-08-12T14:26:50.175533+00:00,1,41,0.441445,0.424988,0.961746,1.000000e-04,0.961746,213.67
2025-08-12T14:26:55.303844+00:00,1,42,0.443380,0.425737,0.961665,1.000000e-04,0.961746,218.80
2025-08-12T14:27:00.452336+00:00,1,43,0.440703,0.426220,0.961561,1.000000e-04,0.961746,223.95
2025-08-12T14:27:05.709274+00:00,1,44,0.441011,0.424674,0.961832,1.000000e-04,0.961832,229.20
2025-08-12T14:27:10.920640+00:00,1,45,0.441403,0.427189,0.961521,1.000000e-04,0.961832,234.41
2025-08-12T14:27:15.913296+00:00,1,46,0.440077,0.426573,0.961578,1.000000e-04,0.961832,239.41
2025-08-12T14:27:20.967459+00:00,1,47,0.440935,0.425916,0.961584,1.000000e-04,0.961832,244.46
2025-08-12T14:27:25.925652+00:00,1,48,0.440802,0.425950,0.961636,1.000000e-04,0.961832,249.42
2025-08-12T14:27:30.844304+00:00,1,49,0.439625,0.426275,0.961668,1.000000e-04,0.961832,254.34
2025-08-12T14:27:35.768945+00:00,1,50,0.440500,0.426707,0.961543,1.000000e-04,0.961832,259.26
2025-08-12T14:27:40.856478+00:00,1,51,0.439843,0.426368,0.961618,1.000000e-04,0.961832,264.35
2025-08-12T14:27:46.109253+00:00,1,52,0.438004,0.426378,0.961709,1.000000e-04,0.961832,269.60
2025-08-12T14:27:51.222286+00:00,1,53,0.439720,0.426531,0.961778,1.000000e-04,0.961832,274.72
2025-08-12T14:27:56.503234+00:00,1,54,0.439795,0.425724,0.961707,1.000000e-04,0.961832,280.00
2025-08-12T14:28:01.810774+00:00,1,55,0.438894,0.425756,0.961756,1.000000e-04,0.961832,285.30
2025-08-12T14:28:06.810154+00:00,1,56,0.439079,0.426196,0.961665,1.000000e-04,0.961832,290.30
2025-08-12T14:28:17.346803+00:00,2,1,0.548440,0.452079,0.955889,7.940987e-04,0.955889,5.36
2025-08-12T14:28:22.348977+00:00,2,2,0.491131,0.443731,0.957795,6.548540e-04,0.957795,10.36
2025-08-12T14:28:27.272365+00:00,2,3,0.482029,0.440970,0.958560,5.005000e-04,0.958560,15.28
2025-08-12T14:28:32.307204+00:00,2,4,0.475100,0.437072,0.959294,3.461460e-04,0.959294,20.32
2025-08-12T14:28:37.207215+00:00,2,5,0.470008,0.433759,0.959931,2.069013e-04,0.959931,25.22
2025-08-12T14:28:42.182899+00:00,2,6,0.467324,0.434757,0.959683,9.639601e-05,0.959931,30.19
2025-08-12T14:28:47.166112+00:00,2,7,0.466359,0.431116,0.960212,2.544727e-05,0.960212,35.18
2025-08-12T14:28:52.063849+00:00,2,8,0.463974,0.431037,0.960262,1.000000e-03,0.960262,40.08
2025-08-12T14:28:57.032391+00:00,2,9,0.473662,0.435281,0.959577,9.938503e-04,0.960262,45.04
2025-08-12T14:29:01.988476+00:00,2,10,0.469909,0.437347,0.959186,9.755527e-04,0.960262,50.00
2025-08-12T14:29:07.128946+00:00,2,11,0.466066,0.432239,0.960289,9.455578e-04,0.960289,55.14
2025-08-12T14:29:12.119585+00:00,2,12,0.465337,0.437585,0.959549,9.046040e-04,0.960289,60.13
2025-08-12T14:29:17.043663+00:00,2,13,0.463003,0.433603,0.959911,8.536998e-04,0.960289,65.05
2025-08-12T14:29:21.993788+00:00,2,14,0.461782,0.430129,0.960537,7.940987e-04,0.960537,70.00
2025-08-12T14:29:26.796747+00:00,2,15,0.460286,0.430983,0.960464,7.272683e-04,0.960537,74.81
2025-08-12T14:29:31.678531+00:00,2,16,0.458852,0.431941,0.960091,6.548540e-04,0.960537,79.69
2025-08-12T14:29:36.597529+00:00,2,17,0.455981,0.431063,0.960320,5.786390e-04,0.960537,84.61
2025-08-12T14:29:41.426095+00:00,2,18,0.455090,0.427726,0.960968,5.005000e-04,0.960968,89.44
2025-08-12T14:29:46.397139+00:00,2,19,0.453845,0.428186,0.960948,4.223610e-04,0.960968,94.41
2025-08-12T14:29:51.229352+00:00,2,20,0.452851,0.428758,0.960968,3.401224e-04,0.960968,99.24
2025-08-12T14:29:56.278778+00:00,2,21,0.452173,0.428214,0.961082,2.610838e-04,0.961082,104.29
2025-08-12T14:30:01.245766+00:00,2,22,0.449325,0.426636,0.961289,1.938279e-04,0.961289,109.26
2025-08-12T14:30:06.020489+00:00,2,23,0.446990,0.425570,0.961552,1.389956e-04,0.961552,114.03
2025-08-12T14:30:10.987767+00:00,2,24,0.446933,0.425395,0.961621,9.724680e-05,0.961621,119.00
2025-08-12T14:30:15.857112+00:00,2,25,0.446865,0.426006,0.961474,6.921135e-05,0.961621,123.87
2025-08-12T14:30:20.784088+00:00,2,26,0.446279,0.425453,0.961552,5.552462e-05,0.961621,128.80
2025-08-12T14:30:25.815732+00:00,2,27,0.445386,0.425438,0.961575,5.698156e-05,0.961621,133.83
2025-08-12T14:30:30.802358+00:00,2,28,0.444681,0.426669,0.961373,3.306443e-04,0.961621,138.81
2025-08-12T14:30:35.782885+00:00,2,29,0.448063,0.427338,0.961287,1.000000e-04,0.961621,143.79
2025-08-12T14:30:40.760897+00:00,2,30,0.444751,0.425969,0.961534,1.000000e-04,0.961621,148.77
2025-08-12T14:30:45.843720+00:00,2,31,0.444060,0.425331,0.961697,1.000000e-04,0.961697,153.85
2025-08-12T14:30:50.925800+00:00,2,32,0.445398,0.427210,0.961240,1.000000e-04,0.961697,158.94
2025-08-12T14:30:55.849008+00:00,2,33,0.444205,0.426943,0.961462,1.000000e-04,0.961697,163.86
2025-08-12T14:31:00.953380+00:00,2,34,0.443727,0.426142,0.961542,1.000000e-04,0.961697,168.96
2025-08-12T14:31:06.038415+00:00,2,35,0.444686,0.426000,0.961545,1.000000e-04,0.961697,174.05
2025-08-12T14:31:11.193624+00:00,2,36,0.442453,0.425728,0.961650,1.000000e-04,0.961697,179.20
2025-08-12T14:31:16.269415+00:00,2,37,0.444107,0.426119,0.961552,1.000000e-04,0.961697,184.28
2025-08-12T14:31:21.210728+00:00,2,38,0.442650,0.426417,0.961492,1.000000e-04,0.961697,189.22
2025-08-12T14:31:26.257717+00:00,2,39,0.442735,0.424998,0.961719,1.000000e-04,0.961719,194.27
2025-08-12T14:31:31.151490+00:00,2,40,0.442673,0.426014,0.961648,1.000000e-04,0.961719,199.16
2025-08-12T14:31:36.225367+00:00,2,41,0.442310,0.425410,0.961705,1.000000e-04,0.961719,204.24
2025-08-12T14:31:41.396060+00:00,2,42,0.442217,0.426329,0.961597,1.000000e-04,0.961719,209.41
2025-08-12T14:31:46.339347+00:00,2,43,0.442771,0.425793,0.961619,1.000000e-04,0.961719,214.35
2025-08-12T14:31:51.339985+00:00,2,44,0.442121,0.426611,0.961656,1.000000e-04,0.961719,219.35
2025-08-12T14:31:56.560205+00:00,2,45,0.441435,0.426033,0.961590,1.000000e-04,0.961719,224.57
2025-08-12T14:32:02.060411+00:00,2,46,0.441166,0.426133,0.961753,1.000000e-04,0.961753,230.07
2025-08-12T14:32:07.205430+00:00,2,47,0.442188,0.426506,0.961545,1.000000e-04,0.961753,235.22
2025-08-12T14:32:12.404974+00:00,2,48,0.440968,0.425080,0.961812,1.000000e-04,0.961812,240.42
2025-08-12T14:32:17.724092+00:00,2,49,0.440345,0.425971,0.961734,1.000000e-04,0.961812,245.74
